"pantalla","resolución","tipo","etiqueta accesible","texto visible","placeholder","deshabilitado","origen del texto","captura"
"parametros-conflicto","1280×720","input","ARZUA salida 325 Motor","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA salida 325 Máquina dentro","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA salida 325 Máquina fuera","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA salida 350 Motor","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA salida 350 Máquina dentro","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA salida 350 Máquina fuera","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","button","Añadir dibujo","Añadir dibujo","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","button","Añadir el primer dibujo de ARZUA PROPuede ser el dibujo general del modelo; después añadiremos excep","Añadir el primer dibujo de ARZUA PROPuede ser el dibujo general del modelo; después añadiremos excep","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","button","Cerrar notificación","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","button","Cerrar notificación","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"tarjeta-IRIS-valida","1600×1000","button","Pedido","Pedido","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","button","Parámetros","Parámetros","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","button","Revisión","Revisión","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","button","Configuración","Configuración","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","button","Limpiar","Limpiar","","no","src/client/App.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","button","Vista previa","Vista previa","","no","src/client/App.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","button","Guardar para revisión","Guardar para revisión","","no","src/client/App.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","input","Pedido","","AR26xxxxx","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","input","Cliente","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","input","Fecha","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","combobox","Técnico","Sin asignar","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","combobox","Revisión","Sin asignar","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","button","Obtener datos del pedido","Obtener datos del pedido","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","combobox","Referencia","","Código, color o nombre aproximado…","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","button","Borrar referencia","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","input","Por toldo","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","button","Añadir toldoElegir modelo","Añadir toldoElegir modelo","","no","src/client/App.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","button","Añadir trabajo de telaCambio, cortina, enrollable, bamba o Antica","Añadir trabajo de telaCambio, cortina, enrollable, bamba o Antica","","no","src/client/App.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","button","Modificar reglas del modelo","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","button","Duplicar","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","button","Eliminar","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","input","OF","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","button","Sí","Sí","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","button","No","No","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","input","Frente superior","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","input","Salida izquierda","","","no","src/client/components/AwningColumn.tsx + controlLabels.ts / modelBehavior.js","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","combobox","Tipo de guía","Estándar","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","combobox","Fijación de la guía","Pared","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","button","Sí","Sí","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","button","No","No","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","button","Sin ventana","Sin ventana","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","button","Con ventana","Con ventana","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","combobox","Dibujo de confección","Automático","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","combobox","Variante","Iris 110 con cofre","","no","src/client/components/AwningColumn.tsx + controlLabels.ts / modelBehavior.js","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","combobox","Lacado","Blanco","","no","src/client/components/AwningColumn.tsx + controlLabels.ts / modelBehavior.js","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","button","No","No","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","button","Sí","Sí","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","combobox","Dispositivo","Máquina","","no","src/client/components/AwningColumn.tsx + controlLabels.ts / modelBehavior.js","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","combobox","Lado máquina","M.F. derecha","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","combobox","Altura manivela","150","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","combobox","Colocación","Frontal","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","combobox","Tipo de pared","No indicada","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","button","Añadir línea","Añadir línea","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","input","Obs. estructura, línea 1","","Escribe una observación","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","button","Eliminar obs. estructura, línea 1","","","sí","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","button","Añadir línea","Añadir línea","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","input","Observaciones de tela del pedido, línea 1","","Escribe una observación","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","button","Eliminar observaciones de tela del pedido, línea 1","","","sí","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","tab","Estructuras1","Estructuras1","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","tab","Telas1","Telas1","","no","src/client/components/AwningColumn.tsx + controlLabels.ts / modelBehavior.js","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","tab","Reserva RPS10","Reserva RPS10","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","button","AIrisOF 0230194","AIrisOF 0230194","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-IRIS-valida","1600×1000","button","Editar despiece","Editar despiece","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-iris-valida.png"
"tarjeta-CAMBIO CORTINA-valida","1600×1000","button","Pedido","Pedido","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cambio-cortina-valida.png"
"tarjeta-CAMBIO CORTINA-valida","1600×1000","button","Parámetros","Parámetros","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cambio-cortina-valida.png"
"tarjeta-CAMBIO CORTINA-valida","1600×1000","button","Revisión","Revisión","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cambio-cortina-valida.png"
"tarjeta-CAMBIO CORTINA-valida","1600×1000","button","Configuración","Configuración","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cambio-cortina-valida.png"
"tarjeta-CAMBIO CORTINA-valida","1600×1000","button","Limpiar","Limpiar","","no","src/client/App.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cambio-cortina-valida.png"
"tarjeta-CAMBIO CORTINA-valida","1600×1000","button","Vista previa","Vista previa","","no","src/client/App.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cambio-cortina-valida.png"
"tarjeta-CAMBIO CORTINA-valida","1600×1000","button","Guardar para revisión","Guardar para revisión","","no","src/client/App.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cambio-cortina-valida.png"
"tarjeta-CAMBIO CORTINA-valida","1600×1000","input","Pedido","","AR26xxxxx","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cambio-cortina-valida.png"
"tarjeta-CAMBIO CORTINA-valida","1600×1000","input","Cliente","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cambio-cortina-valida.png"
"tarjeta-CAMBIO CORTINA-valida","1600×1000","input","Fecha","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cambio-cortina-valida.png"
"tarjeta-CAMBIO CORTINA-valida","1600×1000","combobox","Técnico","Sin asignar","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cambio-cortina-valida.png"
"tarjeta-CAMBIO CORTINA-valida","1600×1000","combobox","Revisión","Sin asignar","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cambio-cortina-valida.png"
"tarjeta-CAMBIO CORTINA-valida","1600×1000","button","Obtener datos del pedido","Obtener datos del pedido","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cambio-cortina-valida.png"
"tarjeta-CAMBIO CORTINA-valida","1600×1000","combobox","Referencia","","Código, color o nombre aproximado…","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cambio-cortina-valida.png"
